sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online,price,price_structure,url_key,qty
PKT090300,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO BLACK OIL SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090300,1000
PKT090301,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO COPPER SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090301,1000
PKT090305,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO SHOCK OIL SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090305,1000
FAIAUTGAUGE,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,TREAD DEPTH GAUGE MANUAL,Catalog, Search,1,2.5,no,faiautgauge,1000
FAIAUTRACTOR,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,TRACTOR FUNNEL WITH INBUILT FILTER,Catalog, Search,1,2.5,no,faiautractor,1000
FAIAUTYINFLO,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,LOW VOLUME TYRE INFLATOR 12V,Catalog, Search,1,2.5,no,faiautyinflo,1000
FAIBAG1TONNE,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/RUBBLE & BIN BAGS",base,1 TONNE BULK WOVEN BAG 135G/M2,Catalog, Search,1,2.5,no,faibag1tonne,1000
FAILITGRAB,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/LITTER PICKERS",base,LITTER GRABBER 1M,Catalog, Search,1,2.5,no,failitgrab,1000
FSK1015646,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/RUBBLE & BIN BAGS",base,SOLID POPUP GARDEN BAG 56 LITRE,Catalog, Search,1,2.5,no,fsk1015646,1000
FSK1015647,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/RUBBLE & BIN BAGS",base,SOLID POPUP GARDEN BAG 172 LITRE,Catalog, Search,1,2.5,no,fsk1015647,1000
PKT090310,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO BRAKE ASSEMBLY GREASE SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090310,1000
PKT090402,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,PRO CHEWING GUM REMOVER 500ML,Catalog, Search,1,2.5,no,pkt090402,1000
PKT090403,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO GASKET REMOVER SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090403,1000
PKT090404,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO ANTI-WELDING SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090404,1000
PKT090405,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,PRO QUICK START SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090405,1000
PKT090500,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,PRO TEXTILE CLEANER 500ML,Catalog, Search,1,2.5,no,pkt090500,1000
PKT090502,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,PRO TYRE FOAM CLEANER 500ML,Catalog, Search,1,2.5,no,pkt090502,1000
SCJ308557,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,MR MUSCLE DRAIN GEL 1 LITRE,Catalog, Search,1,2.5,no,scj308557,1000
SCJ316525,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,MR MUSCLE KITCHEN CLEANER 750ML,Catalog, Search,1,2.5,no,scj316525,1000
VIL102811,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLOTHES LINES & ROTARY DRYERS",base,CORDOMATIC WASHING LINE 15M,Catalog, Search,1,2.5,no,vil102811,1000
VIL110620,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,MAGIC MOP FLAT REFILL,Catalog, Search,1,2.5,no,vil110620,1000
VIL114566,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,MAGIC MOP FLAT HEAD & HANDLE,Catalog, Search,1,2.5,no,vil114566,1000
VIL126575,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO MICROFIBRE & COTTON MOP HEAD & HANDLE,Catalog, Search,1,2.5,no,vil126575,1000
VIL126896,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLOTHES LINES & ROTARY DRYERS",base,GROUND SPIKE,Catalog, Search,1,2.5,no,vil126896,1000
VIL128263,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO SOFT REFILL,Catalog, Search,1,2.5,no,vil128263,1000
HLS164221,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLOTHES LINES & ROTARY DRYERS",base,SUPADRY HOIST GROUND SOCKET,Catalog, Search,1,2.5,no,hls164221,1000
KARFJ10C,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHER ACCESSORIES",base,FJ 10 C CONNECT 'N' CLEAN FOAM NOZZLE WITH CAR SHAMPOO,Catalog, Search,1,2.5,no,karfj10c,1000
KARK5PFCPH,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,K5 PREMIUM FULL CONTROL PLUS HOME PRESSURE WASHER 145 BAR 240V,Catalog, Search,1,2.5,no,kark5pfcph,1000
KARK7PFCPH,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,K7 PREMIUM FULL CONTROL PLUS HOME PRESSURE WASHER 180 BAR 240V,Catalog, Search,1,2.5,no,kark7pfcph,1000
KARSC3E,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/FLOOR CLEANERS & POLISHERS",base,SC 3 EASYFIX STEAM CLEANER,Catalog, Search,1,2.5,no,karsc3e,1000
SCJ316533,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,MR MUSCLE WINDOW & GLASS CLEANER 750ML,Catalog, Search,1,2.5,no,scj316533,1000
SCJ320227,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,DUCK DEEP ACTION GEL MARINE 750ML,Catalog, Search,1,2.5,no,scj320227,1000
SCJ669311,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,BRILLO STEEL WOOL SOAP PADS (PACK 20),Catalog, Search,1,2.5,no,scj669311,1000
SCJ688173,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,MR MUSCLE FLOOR CLEANER 5 LITRE,Catalog, Search,1,2.5,no,scj688173,1000
SCJBWU5LTR,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,BRILLO WASHING-UP LIQUID 5 LITRE,Catalog, Search,1,2.5,no,scjbwu5ltr,1000
TUW1,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BATTERY CHARGERS & JUMP LEADS",base,DE-IONISED WATER 1 LITRE,Catalog, Search,1,2.5,no,tuw1,1000
TUW25,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BATTERY CHARGERS & JUMP LEADS",base,DE-IONISED WATER 25 LITRE,Catalog, Search,1,2.5,no,tuw25,1000
TUW5,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BATTERY CHARGERS & JUMP LEADS",base,DE-IONISED WATER 5 LITRE,Catalog, Search,1,2.5,no,tuw5,1000
TWX50187,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,ORIGINAL SUPER HARD SHELL PASTE WAX 397G,Catalog, Search,1,2.5,no,twx50187,1000
TWX50391,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,CARNAUBA PASTE CLEANER WAX 397G,Catalog, Search,1,2.5,no,twx50391,1000
TWX50935,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,HD SCRATCH REPAIR & RENEW 207ML,Catalog, Search,1,2.5,no,twx50935,1000
TWX51680,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,COCKPIT CLEANER PAD,Catalog, Search,1,2.5,no,twx51680,1000
TWX51768,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,HEADLIGHT RESTORER KIT,Catalog, Search,1,2.5,no,twx51768,1000
VIL134180AV,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO SOFT HEAD MOP & HANDLE + FREE REFILL,Catalog, Search,1,2.5,no,vil134180av,1000
VIL134301,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,TURBO 100% MICROFIBRE MOP REFILL,Catalog, Search,1,2.5,no,vil134301,1000
VIL137648,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,1-2 SPRAY ACTIVE SPRAY CLEANER 750ML,Catalog, Search,1,2.5,no,vil137648,1000
VIL139110,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO MICROFIBRE & COTTON REFILL,Catalog, Search,1,2.5,no,vil139110,1000
VIL139961,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,MAGIC MOP HEAD & HANDLE,Catalog, Search,1,2.5,no,vil139961,1000
VIL139963,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,MAGIC MOP REFILL,Catalog, Search,1,2.5,no,vil139963,1000
VIL140626,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,1-2 SPRAY MOP HEAD & HANDLE,Catalog, Search,1,2.5,no,vil140626,1000
VIL141752,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/DUSTPANS & BRUSHES",base,2-IN-1 DUSTPAN AND BRUSH SET,Catalog, Search,1,2.5,no,vil141752,1000
VIL141822,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,FRESH DISH BRUSH,Catalog, Search,1,2.5,no,vil141822,1000
VIL141996,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO SOFT MOP HEAD & HANDLE,Catalog, Search,1,2.5,no,vil141996,1000
VIL142864,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/BROOMS WITH HANDLES",base,3ACTION BROOM 330MM,Catalog, Search,1,2.5,no,vil142864,1000
VIL143050,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,ACTIVE MAX MOP SYSTEM HEAD & HANDLE,Catalog, Search,1,2.5,no,vil143050,1000
VIL143052,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,ACTIVE MAX REFILL,Catalog, Search,1,2.5,no,vil143052,1000
KEW128390051,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/FLOOR CLEANERS & POLISHERS",base,COMBI WASHER HARD FLOOR CLEANER,Catalog, Search,1,2.5,no,kew128390051,1000
KEWCOM110H,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C110.7-5 PC X-TRA PRESSURE WASHER WITH PATIO CLEANER 110 BAR 240V,Catalog, Search,1,2.5,no,kewcom110h,1000
KEWCOM110HG,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C110.7-5 PCA X-TRA PRESSURE WASHER WITH PATIO CLEANER & BRUSH 110 BAR 240V,Catalog, Search,1,2.5,no,kewcom110hg,1000
UCRX201,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,CAR WASH BRUSH,Catalog, Search,1,2.5,no,ucrx201,1000
TWX51778,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,BUG & TAR REMOVER 500ML,Catalog, Search,1,2.5,no,twx51778,1000
TWX51780,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,CARNAUBA CAR WAX 500ML,Catalog, Search,1,2.5,no,twx51780,1000
TWX51781,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,CLEARVUE GLASS CLEAN 500ML,Catalog, Search,1,2.5,no,twx51781,1000
TWX51783,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,DASH & GLASS INTERIOR CLEANER 500ML,Catalog, Search,1,2.5,no,twx51783,1000
TWX51786,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,FRESH SHINE CITRUS 500ML,Catalog, Search,1,2.5,no,twx51786,1000
TWX51787,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,FRESH SHINE NEW CAR 500ML,Catalog, Search,1,2.5,no,twx51787,1000
TWX51788,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,FRESH SHINE OUTDOOR 500ML,Catalog, Search,1,2.5,no,twx51788,1000
TWX51790,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,FRESH SHINE VANILLA 500ML,Catalog, Search,1,2.5,no,twx51790,1000
TWX51793,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,LUXE LEATHER CLEANER & CONDITIONER 500ML,Catalog, Search,1,2.5,no,twx51793,1000
TWX51795,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,ORIGINAL CAR WAX 500ML,Catalog, Search,1,2.5,no,twx51795,1000
TWX51800,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WAX IT WET SPRAY WAX 500ML,Catalog, Search,1,2.5,no,twx51800,1000
TWX51801,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WET 'N' BLACK TYRE DRESSING 500ML,Catalog, Search,1,2.5,no,twx51801,1000
VIL151610,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/BROOMS WITH HANDLES",base,TELESCOPIC DUACTIVA ANTI-DUST BROOM,Catalog, Search,1,2.5,no,vil151610,1000
VIL152387,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO 3ACTION XL MOP HEAD & HANDLE,Catalog, Search,1,2.5,no,vil152387,1000
VIL152391,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,SUPERMOCIO BUCKET & TORSION WRINGER,Catalog, Search,1,2.5,no,vil152391,1000
VIL155675,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,TURBO SPIN MOP & BUCKET KIT,Catalog, Search,1,2.5,no,vil155675,1000
VIL155747,FRANCISKIRK,simple,"CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS",base,ULTRAMAX & 1-2 SPRAY MICROFIBRE PAD REFILL,Catalog, Search,1,2.5,no,vil155747,1000
KEWCOM120HG,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C120.7-6 PCA X-TRA PRESSURE WASHER WITH PATIO CLEANER & BRUSH 120 BAR 240V,Catalog, Search,1,2.5,no,kewcom120hg,1000
KEWCOM120M,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C120 7.6 PCAD X-TRA PRESSURE WASHER WITH MAINTENANCE KIT 120 BAR 240V,Catalog, Search,1,2.5,no,kewcom120m,1000
MEMWAA20Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 20MM (BOX 100),Catalog, Search,1,2.5,no,memwaa20z,1000
TAC0341,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 GALVANISED STAPLES 8MM (PACK 5000),Catalog, Search,1,2.5,no,tac0341,1000
TWX52653,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,METALLIC CAR WAX + PTFE 500ML,Catalog, Search,1,2.5,no,twx52653,1000
TWX52736,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,POWER OUT! UPHOLSTERY CLEANER & PROTECTOR 400ML,Catalog, Search,1,2.5,no,twx52736,1000
TWX52811,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,REDLINE WHEEL CLEANER 500ML,Catalog, Search,1,2.5,no,twx52811,1000
TWX52812,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,BLACK IN A FLASH TRIM & TYRE WAX 300ML,Catalog, Search,1,2.5,no,twx52812,1000
TWX52813,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,CLEARVUE RAIN REPELLENT 300ML,Catalog, Search,1,2.5,no,twx52813,1000
TWX52815,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,FRESH SHINE MATT FINISH CITRUS 500ML,Catalog, Search,1,2.5,no,twx52815,1000
TWX52817,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,BIG ORANGE AUTOSHAMPOO 5 LITRE,Catalog, Search,1,2.5,no,twx52817,1000
TWX52818,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,SCRATCH REMOVER 100ML,Catalog, Search,1,2.5,no,twx52818,1000
TWX52819,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WHEEL CLEANER 500ML,Catalog, Search,1,2.5,no,twx52819,1000
TWX52820,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,ZIP WAX CAR WASH & WAX 1 LITRE,Catalog, Search,1,2.5,no,twx52820,1000
TWX52821,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,ZIP WAX CAR WASH & WAX 2.5 LITRE,Catalog, Search,1,2.5,no,twx52821,1000
TWX52824,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,ZIP WAX CAR WASH & WAX 5 LITRE,Catalog, Search,1,2.5,no,twx52824,1000
KEWCOM125MN,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C125.7-8 PCAD PRESSURE WASHER WITH MAINTENANCE KIT 125 BAR 240V,Catalog, Search,1,2.5,no,kewcom125mn,1000
KEWCOM135IMN,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/PRESSURE WASHERS",base,C135.1-8I PAD PRESSURE WASHER 135 BAR 240V,Catalog, Search,1,2.5,no,kewcom135imn,1000
TWX53033,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,CLEAN & SHINE TOTAL EXTERIOR DETAILER 500ML TRIGGER,Catalog, Search,1,2.5,no,twx53033,1000
TWX53037,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,POWER OUT! PET MESS KIT,Catalog, Search,1,2.5,no,twx53037,1000
TWX53099,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,POWER OUT! ODOR-X WHOLE CAR BLAST 100ML,Catalog, Search,1,2.5,no,twx53099,1000
TWX53139,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,SEALANT HYDROPHOBIC WAX 500ML,Catalog, Search,1,2.5,no,twx53139,1000
TWX53140,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,JET BLACK SPRAY POLISH 500ML,Catalog, Search,1,2.5,no,twx53140,1000
TWX53142,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,DRY & SHINE RINSE WAX 750ML,Catalog, Search,1,2.5,no,twx53142,1000
TWX53144,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WET 'N' BLACK TRIM & TYRE GEL 300ML,Catalog, Search,1,2.5,no,twx53144,1000
TWX53145,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WET 'N' BLACK TYRE FOAM 500ML,Catalog, Search,1,2.5,no,twx53145,1000
TWX53146,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,HEADLIGHT CLEANER & SEALANT 300ML,Catalog, Search,1,2.5,no,twx53146,1000
MEMHTB2070Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memhtb2070z,1000
MEMHTB2090Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 90MM (BOX 10),Catalog, Search,1,2.5,no,memhtb2090z,1000
TWX53284,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,M.A.X.-POWER CAR WASH SHAMPOO 4 LITRE,Catalog, Search,1,2.5,no,twx53284,1000
TWX53502,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,PROFESSIONAL ALLOY WHEEL CLEANER 5 LITRE,Catalog, Search,1,2.5,no,twx53502,1000
TWX53556,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,PROFESSIONAL TAR & GLUE REMOVER 5 LITRE,Catalog, Search,1,2.5,no,twx53556,1000
TWX53575,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES",base,WASH 'N' WAX 5 LITRE,Catalog, Search,1,2.5,no,twx53575,1000
UCRCL225,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,LARGE CHAMOIS LEATHER 2.25FT,Catalog, Search,1,2.5,no,ucrcl225,1000
UCRCL300,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,EXTRA LARGE CHAMOIS LEATHER 3FT,Catalog, Search,1,2.5,no,ucrcl300,1000
UCRCL450,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,JUMBO CHAMOIS LEATHER 4.5FT,Catalog, Search,1,2.5,no,ucrcl450,1000
UCRCLW,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,WHOLESKIN CHAMOIS LEATHER,Catalog, Search,1,2.5,no,ucrclw,1000
UCRDPAD,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,GENUINE CHAMOIS DEMISTER PAD,Catalog, Search,1,2.5,no,ucrdpad,1000
UCRJSPONGE,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,SUPER ABSORBENT JUMBO SPONGE,Catalog, Search,1,2.5,no,ucrjsponge,1000
UCRST800,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,COTTON POLISHING CLOTH 800G,Catalog, Search,1,2.5,no,ucrst800,1000
UCRX114,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,BUG & TAR REMOVER,Catalog, Search,1,2.5,no,ucrx114,1000
