sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online,price,price_structure,url_key,qty
MEMCAP635Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 35MM (BOX 200),Catalog, Search,1,2.5,no,memcap635z,1000
MEMCAP640,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memcap640,1000
MEMCAP640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memcap640z,1000
MEMCAP650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 50MM (BOX 200),Catalog, Search,1,2.5,no,memcap650z,1000
MEMCAP660,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 60MM (BOX 200),Catalog, Search,1,2.5,no,memcap660,1000
MEMCAP660Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 60MM (BOX 200),Catalog, Search,1,2.5,no,memcap660z,1000
MEMCAP670Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 70MM (BOX 200),Catalog, Search,1,2.5,no,memcap670z,1000
VITS10105,FRANCISKIRK,simple,"PPE/SAFETY GOGGLES",base,SAFETY GOGGLES - CLEAR,Catalog, Search,1,2.5,no,vits10105,1000
VITS10205,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT",base,SAFETY SPECTACLES - CLEAR,Catalog, Search,1,2.5,no,vits10205,1000
VITS10305,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT",base,PREMIUM SAFETY SPECTACLES - CLEAR,Catalog, Search,1,2.5,no,vits10305,1000
VITS10405,FRANCISKIRK,simple,"PPE/SAFETY GOGGLES",base,PREMIUM SAFETY GOGGLES,Catalog, Search,1,2.5,no,vits10405,1000
VITS20208,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT",base,EAR PROTECTORS,Catalog, Search,1,2.5,no,vits20208,1000
FORDSC4550TT,FRANCISKIRK,simple,"SCREWS/TIMBER FIXING & DECKING SCREWS",base,FORGEFAST TORX COMPATIBLE DECKING SCREWS REDUCED HEAD TAN 4.5X50 T15 TUB 600,Catalog, Search,1,2.5,no,fordsc4550tt,1000
FORDTW50,FRANCISKIRK,simple,"WASHERS/",base,DOG TOOTH WASHER ZP 50 X 12MM BOX 100,Catalog, Search,1,2.5,no,fordtw50,1000
FORDWSWH13,FRANCISKIRK,simple,"SCREWS/DRYWALL SCREWS",base,DRYWALL SCREW WAFER HEAD TFT ZP 4.2 X 13MM BULK 1000,Catalog, Search,1,2.5,no,fordwswh13,1000
FORELH25GB50,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS",base,CLOUT NAIL EXTRA LARGE HEAD GALVANISED 25MM (500G BAG),Catalog, Search,1,2.5,no,forelh25gb50,1000
MEMHTB1040Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 40MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1040z,1000
MEMHTB1050Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 50MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1050z,1000
MEMHTB1055Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 55MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1055z,1000
MEMHTB1060Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 60MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1060z,1000
MEMHTB1065Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 65MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1065z,1000
MEMHTB1075Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 75MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1075z,1000
MEMHTB1080Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1080z,1000
MEMHTB1090Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M10 X 90MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1090z,1000
MEMHTB12100Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 100MM (BOX 50),Catalog, Search,1,2.5,no,memhtb12100z,1000
MEMHTB12120Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 120MM (BOX 50),Catalog, Search,1,2.5,no,memhtb12120z,1000
MEMHTB12130Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 130MM (BOX 50),Catalog, Search,1,2.5,no,memhtb12130z,1000
MEMHTB12140Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 140MM (BOX 25),Catalog, Search,1,2.5,no,memhtb12140z,1000
MEMHTB12150Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 150MM (BOX 25),Catalog, Search,1,2.5,no,memhtb12150z,1000
MEMHTB12180Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 180MM (BOX 25),Catalog, Search,1,2.5,no,memhtb12180z,1000
MEMHTB12200Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 200MM (BOX 25),Catalog, Search,1,2.5,no,memhtb12200z,1000
MEMHTB1240Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 40MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1240z,1000
FORFFFS4255Y,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,FORGEFAST TORX COMPATIBLE FLOORING MDF CHIPBOARD SCREW 4.2 X 55MM BOX 200,Catalog, Search,1,2.5,no,forfffs4255y,1000
FORFFPPACK,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,FORGEFAST POZI COMPATIBLE WOOD SCREW FORGE PACK 1800 PIECE,Catalog, Search,1,2.5,no,forffppack,1000
FORFFT1000Y,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,FORGEFAST TORX COMPATIBLE WOOD SCREW ORGANISER PRO 1000 PIECE,Catalog, Search,1,2.5,no,forfft1000y,1000
FORFFTF3545Y,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,FORGEFAST TORX COMPATIBLE FLOORING TONGUE GROOVE SCREW 3.5 X 45MM BOX 200,Catalog, Search,1,2.5,no,forfftf3545y,1000
MEMCAP1280,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memcap1280,1000
MEMCAP1280Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memcap1280z,1000
MEMCAP1290Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 90MM (BOX 50),Catalog, Search,1,2.5,no,memcap1290z,1000
MEMCAP16100,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memcap16100,1000
MEMCAP16100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memcap16100z,1000
MEMCAP16110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 110MM (BOX 25),Catalog, Search,1,2.5,no,memcap16110,1000
MEMCAP16110Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 110MM (BOX 25),Catalog, Search,1,2.5,no,memcap16110z,1000
MEMCAP16150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 150MM (BOX 25),Catalog, Search,1,2.5,no,memcap16150z,1000
MEMCAP1635,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 35MM (BOX 25),Catalog, Search,1,2.5,no,memcap1635,1000
MEMCAP1640,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 40MM (BOX 25),Catalog, Search,1,2.5,no,memcap1640,1000
MEMCAP1640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 40MM (BOX 25),Catalog, Search,1,2.5,no,memcap1640z,1000
MEMCAP1650,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 50MM (BOX 25),Catalog, Search,1,2.5,no,memcap1650,1000
MEMCAP1650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 50MM (BOX 25),Catalog, Search,1,2.5,no,memcap1650z,1000
MEMCAP1655,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 55MM (BOX 25),Catalog, Search,1,2.5,no,memcap1655,1000
MEMCAP1660,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 60MM (BOX 25),Catalog, Search,1,2.5,no,memcap1660,1000
MEMCAP1665,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 65MM (BOX 25),Catalog, Search,1,2.5,no,memcap1665,1000
FORFFTPACK,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,FORGEFAST TORX COMPATIBLE WOOD SCREW PACK 1800 PIECE,Catalog, Search,1,2.5,no,forfftpack,1000
FORFPSCW10B,FRANCISKIRK,simple,"SCREWS/SCREW CUP SOCKETS & WASHERS",base,SCREW CUP WASHERS BRASS NO.10 FORGE PACK 20,Catalog, Search,1,2.5,no,forfpscw10b,1000
FORFPSCW10N,FRANCISKIRK,simple,"SCREWS/SCREW CUP SOCKETS & WASHERS",base,SCREW CUP WASHERS NICKLE PLATED NO.10 FORGE PACK 20,Catalog, Search,1,2.5,no,forfpscw10n,1000
FORFPSCW8B,FRANCISKIRK,simple,"SCREWS/SCREW CUP SOCKETS & WASHERS",base,SCREW CUP WASHERS BRASS NO.8 FORGE PACK 20,Catalog, Search,1,2.5,no,forfpscw8b,1000
FORFPSCW8N,FRANCISKIRK,simple,"SCREWS/SCREW CUP SOCKETS & WASHERS",base,SCREW CUP WASHERS NICKLE PLATED NO.8 FORGE PACK 20,Catalog, Search,1,2.5,no,forfpscw8n,1000
FORSPECTRE12,FRANCISKIRK,simple,"SCREWS/WOOD SCREWS",base,SPECTRE PZ COMPATIBLE SCREW SET, 1200 PIECE,Catalog, Search,1,2.5,no,forspectre12,1000
FORSPETF250G,FRANCISKIRK,simple,"SCREWS/TIMBER FIXING & DECKING SCREWS",base,SPECTRE TIMBERFIX SCREW 6.3 X 250MM (BOX 50),Catalog, Search,1,2.5,no,forspetf250g,1000
FORSPETF65G,FRANCISKIRK,simple,"SCREWS/TIMBER FIXING & DECKING SCREWS",base,SPECTRE TIMBERFIX SCREW 6.3 X 65MM (BOX 50),Catalog, Search,1,2.5,no,forspetf65g,1000
GRGHDGA270CL,FRANCISKIRK,simple,"ANCHORING PRODUCTS/GRAB & NAIL FREE ADHESIVES",base,GORILLA HEAVY-DUTY GRAB ADHESIVE CLEAR 270ML,Catalog, Search,1,2.5,no,grghdga270cl,1000
GRGHDGA80WH,FRANCISKIRK,simple,"ANCHORING PRODUCTS/GRAB & NAIL FREE ADHESIVES",base,GORILLA HEAVY-DUTY GRAB ADHESIVE WHITE 80ML,Catalog, Search,1,2.5,no,grghdga80wh,1000
MEMCAP8100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 100MM (BOX 100),Catalog, Search,1,2.5,no,memcap8100z,1000
MEMCAP812Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 12MM (BOX 200),Catalog, Search,1,2.5,no,memcap812z,1000
MEMCAP816,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memcap816,1000
MEMCAP816Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memcap816z,1000
MEMCAP820Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 20MM (BOX 200),Catalog, Search,1,2.5,no,memcap820z,1000
MEMCAP825,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 25MM (BOX 200),Catalog, Search,1,2.5,no,memcap825,1000
MEMCAP825Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 25MM (BOX 200),Catalog, Search,1,2.5,no,memcap825z,1000
MEMCAP830,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 30MM (BOX 200),Catalog, Search,1,2.5,no,memcap830,1000
MEMCAP835,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 35MM (BOX 200),Catalog, Search,1,2.5,no,memcap835,1000
MEMCAP835Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 35MM (BOX 200),Catalog, Search,1,2.5,no,memcap835z,1000
MEMCAP840,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memcap840,1000
MEMCAP840Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memcap840z,1000
MEMCAP845Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 45MM (BOX 200),Catalog, Search,1,2.5,no,memcap845z,1000
MEMCAP850,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 50MM (BOX 100),Catalog, Search,1,2.5,no,memcap850,1000
MEMCAP850Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 50MM (BOX 100),Catalog, Search,1,2.5,no,memcap850z,1000
MEMCAP855Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 55MM (BOX 100),Catalog, Search,1,2.5,no,memcap855z,1000
GRP184,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,RED PLASTERBOARD FIXINGS 18MM (PACK 4),Catalog, Search,1,2.5,no,grp184,1000
GRP204,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,BROWN PLASTERBOARD FIXINGS 20MM (PACK 4),Catalog, Search,1,2.5,no,grp204,1000
GRPCURTKIT,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,CURTAIN KIT, CLAM PACK,Catalog, Search,1,2.5,no,grpcurtkit,1000
GRPMIRKIT,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,MIRROR KIT, CLAM PACK,Catalog, Search,1,2.5,no,grpmirkit,1000
GRPMULTIPK,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,PLASTERBOARD FIXINGS MULTI PACK,16 PIECE, CLAM PACK,Catalog, Search,1,2.5,no,grpmultipk,1000
GRPSHELFKIT,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,SHELF KIT CLAM PACK,Catalog, Search,1,2.5,no,grpshelfkit,1000
GRPTVKIT,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,TV KIT, CLAM PACK,Catalog, Search,1,2.5,no,grptvkit,1000
GRPTWIST10,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,TWISTIT SELF-DRIVE PLASTERBOARD FIXINGS (PACK 10),Catalog, Search,1,2.5,no,grptwist10,1000
GRPUCT15,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,UNDERCUTTING TOOL 15MM,Catalog, Search,1,2.5,no,grpuct15,1000
GRPUCT18,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,UNDERCUTTING TOOL 18MM,Catalog, Search,1,2.5,no,grpuct18,1000
GRPUCT25,FRANCISKIRK,simple,"ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS",base,UNDERCUTTING TOOL 25MM,Catalog, Search,1,2.5,no,grpuct25,1000
MEMHTB1250Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 50MM (BOX 100),Catalog, Search,1,2.5,no,memhtb1250z,1000
MEMHTB1255Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 55MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1255z,1000
MEMHTB1265Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 65MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1265z,1000
MEMHTB1270Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 70MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1270z,1000
MEMHTB1275Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 75MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1275z,1000
MEMHTB1285Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 85MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1285z,1000
MEMHTB1290Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M12 X 90MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1290z,1000
MEMHTB14100Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M14 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memhtb14100z,1000
MEMHTB14120Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M14 X 120MM (BOX 25),Catalog, Search,1,2.5,no,memhtb14120z,1000
MEMHTB1460Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M14 X 60MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1460z,1000
MEMHTB1480Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M14 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memhtb1480z,1000
MEMHTB16100Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M16 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memhtb16100z,1000
MEMHTB16110Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M16 X 110MM (BOX 25),Catalog, Search,1,2.5,no,memhtb16110z,1000
MEMHTB16130Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M16 X 130MM (BOX 25),Catalog, Search,1,2.5,no,memhtb16130z,1000
MEMHTB16140Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M16 X 140MM (BOX 25),Catalog, Search,1,2.5,no,memhtb16140z,1000
MEMHTB16150Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M16 X 150MM (BOX 20),Catalog, Search,1,2.5,no,memhtb16150z,1000
MHT932471351,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/FALL ARREST EQUIPMENT & LANYARDS",base,LOCKING TOOL LANYARD RED 4.5KG,Catalog, Search,1,2.5,no,mht932471351,1000
MHT932471352,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/FALL ARREST EQUIPMENT & LANYARDS",base,LOCKING TOOL LANYARD BLACK 6.8KG,Catalog, Search,1,2.5,no,mht932471352,1000
MHT932471353,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/FALL ARREST EQUIPMENT & LANYARDS",base,LOCKING TOOL LANYARD GREY 15KG,Catalog, Search,1,2.5,no,mht932471353,1000
MHT932471433,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/FALL ARREST EQUIPMENT & LANYARDS",base,SPLIT RING SET 1.1/2IN, 5 PIECE,Catalog, Search,1,2.5,no,mht932471433,1000
MHT932471434,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/FALL ARREST EQUIPMENT & LANYARDS",base,SPLIT RING SET 2IN, 5 PIECE,Catalog, Search,1,2.5,no,mht932471434,1000
SCAPPEEARDP,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/EAR DEFENDERS & EARPLUGS",base,HI-VIS EAR DEFENDERS SNR 32 DB,Catalog, Search,1,2.5,no,scappeeardp,1000
SCAPPEMK50N,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/MASKS NON-PPE",base,DISPOSABLE PROTECTIVE MASK BOX OF 50,Catalog, Search,1,2.5,no,scappemk50n,1000
MEMCAP1670,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memcap1670,1000
MEMCAP1670Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memcap1670z,1000
MEMCAP1680,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 80MM (BOX 25),Catalog, Search,1,2.5,no,memcap1680,1000
MEMCAP1680Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 80MM (BOX 25),Catalog, Search,1,2.5,no,memcap1680z,1000
MEMCAP1690,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 90MM (BOX 25),Catalog, Search,1,2.5,no,memcap1690,1000
MEMCAP1690Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 90MM (BOX 25),Catalog, Search,1,2.5,no,memcap1690z,1000
MEMCAP20110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 110MM (BOX 25),Catalog, Search,1,2.5,no,memcap20110,1000
MEMCAP20120,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 120MM (BOX 25),Catalog, Search,1,2.5,no,memcap20120,1000
MEMCAP20150,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 150MM (BOX 10),Catalog, Search,1,2.5,no,memcap20150,1000
MEMCAP20180,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 180MM (BOX 10),Catalog, Search,1,2.5,no,memcap20180,1000
MEMCAP2040,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 40MM (BOX 25),Catalog, Search,1,2.5,no,memcap2040,1000
MEMCAP2050,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 50MM (BOX 25),Catalog, Search,1,2.5,no,memcap2050,1000
MEMCAP2050Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M20 X 50MM (BOX 25),Catalog, Search,1,2.5,no,memcap2050z,1000
MEMCAP2060,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 60MM (BOX 25),Catalog, Search,1,2.5,no,memcap2060,1000
MEMCAP2070,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memcap2070,1000
